,CustomerID,Periodicity,total_amount,Recency,threshold_annulation,clusters
3053,16835.0,37,180.85000000000002,30,0.0,0
3058,15235.0,3,2247.5099999999998,8,0.0,7
3063,13576.0,3,6703.3,30,0.1,3
3074,18303.0,61,38.09,30,0.0,0
3080,18011.0,14,102.79,30,0.0,0
3108,13090.0,3,8689.390000000003,22,0.2222222222222222,3
3112,15694.0,5,6423.5999999999985,17,0.06666666666666667,3
3146,14741.0,7,1400.3400000000004,18,0.0,7
3155,13715.0,4,1053.9399999999996,18,0.375,0
3170,14092.0,2,4063.100000000003,9,0.17647058823529413,7
3171,17732.0,21,303.97,29,0.0,0
3189,12855.0,122,38.1,29,0.0,0
3210,15752.0,1,2628.9300000000026,29,0.125,7
3239,17855.0,22,208.96999999999997,29,0.0,0
3258,14047.0,11,1290.0099999999998,22,0.2857142857142857,0
3270,17925.0,365,244.08,29,0.0,0
3271,13941.0,8,4912.41,28,0.2857142857142857,7
3282,17017.0,2,8574.110000000002,17,0.25925925925925924,3
3305,14135.0,3,4690.31,10,0.0,7
3328,13108.0,37,350.05999999999995,29,0.0,0
3338,12471.0,1,18740.91999999994,11,0.3877551020408163,6
3339,15601.0,1,6745.359999999997,15,0.17647058823529413,3
3387,13418.0,2,5845.439999999999,16,0.21739130434782608,3
3410,14766.0,3,2423.07,22,0.25,7
3411,15658.0,7,958.8999999999997,29,0.375,0
3461,14388.0,2,3172.040000000002,23,0.2,7
3482,14901.0,4,1414.9900000000005,17,0.1,7
3500,18041.0,1,4161.139999999996,22,0.045454545454545456,7
3514,15955.0,2,4389.810000000001,29,0.125,7
3534,15070.0,365,106.2,29,0.0,0
3602,16244.0,5,1522.7499999999998,29,0.0,7
3665,15111.0,5,1567.4799999999998,29,0.0,7
3681,18304.0,34,45.849999999999994,29,0.0,0
3693,14390.0,2,4592.470000000003,29,0.3076923076923077,7
3721,16546.0,12,-95.92999999999981,29,0.3333333333333333,0
3727,15260.0,5,1780.77,29,0.125,7
3744,13305.0,5,2000.8599999999992,26,0.0,7
3749,14491.0,22,340.93,29,0.0,0
3753,14060.0,2,6135.379999999998,16,0.05,3
3761,15923.0,18,127.08000000000003,29,0.0,0
3782,16752.0,41,207.5,29,0.0,0
3791,17287.0,3,1064.1100000000001,24,0.0,0
3842,15363.0,22,318.05,29,0.5,0
3858,12915.0,17,363.65,29,0.0,0
3871,15544.0,2,3542.5099999999948,29,0.18181818181818182,7
3897,15738.0,3,4788.769999999996,22,0.15789473684210525,7
3911,16042.0,5,1147.3700000000001,22,0.2857142857142857,0
3913,17381.0,4,20272.42999999999,25,0.03333333333333333,6
3920,15827.0,3,1641.4800000000005,29,0.3,7
3927,14180.0,2,4640.769999999999,15,0.1935483870967742,7
3946,13117.0,5,984.9099999999996,22,0.0,0
3961,16916.0,3,576.2600000000003,29,0.0,0
4011,17964.0,4,471.6999999999999,29,0.0,0
4046,14466.0,6,2272.4000000000015,29,0.0,7
4056,17235.0,13,550.0600000000001,29,0.0,0
4066,16510.0,29,248.10000000000002,29,0.0,0
4079,17802.0,3,1251.84,29,0.25,0
4091,15107.0,19,247.65999999999997,16,0.25,0
4096,17976.0,6,353.18999999999994,29,0.0,0
4203,14449.0,2,907.0999999999999,29,0.0,0
4253,18305.0,25,54.25,29,0.0,0
4268,18306.0,20,66.65,29,0.0,0
4287,15838.0,3,33362.280000000006,24,0.05,6
4289,16781.0,20,294.65,22,0.5,0
4306,17547.0,183,-11.8,29,1.0,0
4308,13491.0,5,1215.82,16,0.0,0
4315,16186.0,2,3991.9400000000032,29,0.07692307692307693,7
4335,17685.0,3,3191.5299999999993,17,0.0,7
4347,18307.0,365,0.0,29,1.0,0
4348,18308.0,365,0.0,29,1.0,0
4349,17581.0,1,10736.109999999991,8,0.1935483870967742,3
4387,15732.0,27,294.11999999999995,29,0.0,0
4392,13138.0,6,962.3900000000001,29,0.0,0
4406,15823.0,22,-840.7600000000001,29,0.5,0
4407,18309.0,92,12.8,29,0.0,0
4412,17567.0,3,4012.559999999999,29,0.2,7
4439,15061.0,1,54228.74000000002,16,0.12727272727272726,4
4546,16203.0,11,589.15,29,0.2,0
4561,15640.0,1,12433.339999999982,12,0.11764705882352941,3
4568,15574.0,3,702.2500000000001,15,0.0,0
4689,16770.0,3,744.9000000000003,15,0.16666666666666666,0
4695,17838.0,3,2312.7000000000007,22,0.16666666666666666,7
4726,17228.0,2,1906.0900000000015,24,0.0,7
4744,14829.0,9,644.65,16,0.3333333333333333,0
4763,18310.0,27,252.30000000000004,29,0.0,0
4777,17412.0,6,1258.0600000000002,15,0.0,0
4786,14031.0,2,14698.90999999999,14,0.13636363636363635,3
4811,14775.0,7,1011.9,29,0.0,0
4831,12971.0,2,10930.259999999998,10,0.033707865168539325,3
4836,15834.0,2,2084.900000000002,29,0.3333333333333333,7
4838,17659.0,3,2954.7500000000014,15,0.14285714285714285,7
4850,15299.0,34,3853.0000000000005,29,0.3,7
4859,15646.0,11,425.13999999999993,29,0.25,0
4876,13958.0,73,-102.45,29,1.0,0
4881,14443.0,4,1400.8800000000003,25,0.42857142857142855,7
4884,14156.0,1,113384.13999999985,28,0.16666666666666666,1
4886,16995.0,365,-1.25,29,1.0,0
4887,13402.0,10,621.2300000000002,29,0.0,0
4904,18168.0,3,1133.64,16,0.3333333333333333,0
4908,17757.0,1,5585.4899999999925,17,0.03225806451612903,3
4931,14625.0,7,848.48,18,0.6,0
4933,13011.0,122,50.550000000000004,29,0.0,0
4936,13798.0,1,36351.41999999996,21,0.09523809523809523,6
4937,15384.0,9,635.76,16,0.3333333333333333,0
4942,14264.0,20,319.4700000000001,29,0.3333333333333333,0
4944,13295.0,34,197.95,16,0.5,0
4945,16754.0,183,2002.4,29,0.0,7
4951,16634.0,41,217.9,29,0.0,0
4959,18239.0,5,1561.6099999999997,29,0.0,7
4988,14576.0,365,35.400000000000006,29,0.0,0
4989,13145.0,53,614.77,29,0.2,0
5017,14395.0,2,3471.9100000000008,24,0.25,7
5044,14865.0,92,52.2,29,0.0,0
5047,15093.0,4,4410.139999999998,17,0.3333333333333333,7
5063,12738.0,34,155.35,29,0.0,0
5074,16150.0,3,1906.0699999999988,29,0.5,7
5096,17552.0,8,909.9599999999999,29,0.3333333333333333,0
5109,14236.0,25,490.86,29,0.0,0
5112,17961.0,2,1296.4400000000012,10,0.0,0
5141,14573.0,2,1603.7200000000014,29,0.3076923076923077,7
5217,17135.0,8,1139.7299999999998,28,0.0,0
5229,17396.0,14,7330.800000000001,28,0.0,3
5232,14213.0,73,-1192.2000000000003,28,1.0,0
5237,12967.0,12,1194.7500000000002,15,0.5,0
5252,12686.0,53,89.14,28,0.0,0
5259,14679.0,365,-2.55,28,1.0,0
5260,15240.0,5,1685.57,28,0.2857142857142857,7
5263,18225.0,2,5361.02,22,0.29411764705882354,3
5264,13370.0,9,721.3200000000003,23,0.5,0
5303,16883.0,10,276.72999999999996,28,0.0,0
5320,13520.0,4,3487.749999999999,28,0.25,7
5326,12841.0,1,3876.399999999998,26,0.038461538461538464,7
5350,16905.0,2,3085.4799999999996,27,0.125,7
5360,12427.0,11,708.3700000000001,8,0.4,0
5370,18311.0,5,1334.1300000000003,28,0.0,0
5451,17967.0,8,123.07000000000002,28,0.0,0
5499,18312.0,8,636.6800000000001,28,0.0,0
5546,18313.0,3,2396.960000000001,28,0.0,7
5686,18314.0,365,8.47,28,0.0,0
5687,16891.0,2,809.7000000000002,23,0.0,0
5756,18315.0,1,7257.080000000009,28,0.0,3
6349,18316.0,365,5.46,28,0.0,0
6350,14589.0,122,39.75,28,0.0,0
6353,18317.0,34,549.0,28,0.0,0
6367,18318.0,37,69.3,28,0.0,0
6377,14680.0,2,26932.339999999997,17,0.30434782608695654,6
6391,18319.0,365,0.0,28,1.0,0
6392,18320.0,365,0.0,28,1.0,0
6393,17884.0,4,717.4499999999994,25,0.0,0
6421,12557.0,12,11990.96,28,0.0,3
6426,14083.0,3,1018.4299999999998,11,0.0,0
6492,13013.0,2,4786.990000000001,23,0.13333333333333333,7
6560,14210.0,4,1900.89,28,0.14285714285714285,7
6588,16477.0,3,2494.4600000000005,9,0.0,7
6602,12600.0,6,2581.0400000000004,14,0.09090909090909091,7
6604,16013.0,3,33433.45,14,0.11320754716981132,6
6607,17949.0,5,52750.84000000001,23,0.1346153846153846,4
6608,12779.0,3,3868.700000000003,28,0.3333333333333333,7
6616,16926.0,27,230.25000000000003,28,0.0,0
6630,17787.0,3,1865.1899999999994,28,0.0,7
6661,12682.0,1,12288.219999999998,22,0.0,3
6748,14723.0,2,1158.3,15,0.0,0
6767,17954.0,1,2295.370000000001,24,0.25,7
6784,17819.0,8,3661.069999999999,19,0.125,7
6820,18321.0,3,10661.690000000004,28,0.0,3
6965,12712.0,3,4241.629999999999,22,0.23529411764705882,7
7003,15373.0,3,2213.1100000000006,16,0.07692307692307693,7
7014,16140.0,10,703.7700000000001,28,0.5,0
7021,17198.0,4,692.2200000000001,22,0.0,0
7074,17238.0,1,3744.65,24,0.0,7
7134,12793.0,16,545.48,28,0.0,0
7141,18322.0,46,26.4,28,0.0,0
7149,15769.0,3,51823.72,28,0.10344827586206896,4
7150,14396.0,5,487.99,28,0.0,0
7184,14898.0,4,1228.3199999999995,16,0.25,0
7187,18323.0,365,0.0,28,1.0,0
7188,18324.0,365,0.0,28,1.0,0
7189,18325.0,365,0.0,28,1.0,0
7190,18326.0,365,0.0,28,1.0,0
7191,18327.0,365,0.0,28,1.0,0
7192,18328.0,365,0.0,28,1.0,0
7193,18329.0,365,0.0,28,1.0,0
7194,18330.0,365,0.0,28,1.0,0
7195,18331.0,365,0.0,28,1.0,0
7196,18332.0,365,0.0,28,1.0,0
7197,18333.0,365,0.0,28,1.0,0
7198,18334.0,365,0.0,28,1.0,0
7199,18335.0,365,0.0,28,1.0,0
7200,18336.0,365,0.0,28,1.0,0
7201,18337.0,365,0.0,28,1.0,0
7202,18338.0,365,0.0,28,1.0,0
7203,18339.0,365,0.0,28,1.0,0
7204,18340.0,365,0.0,28,1.0,0
7205,18341.0,365,0.0,28,1.0,0
7206,18342.0,365,0.0,28,1.0,0
7207,18343.0,365,0.0,28,1.0,0
7208,18344.0,365,0.0,28,1.0,0
7209,18345.0,365,0.0,28,1.0,0
7210,18346.0,365,0.0,28,1.0,0
7211,18347.0,365,0.0,28,1.0,0
7212,18348.0,365,0.0,28,1.0,0
7213,18349.0,365,0.0,28,1.0,0
7214,12725.0,16,427.79999999999995,28,0.0,0
7238,16725.0,3,775.0700000000003,16,0.125,0
7263,18350.0,25,76.83,28,0.0,0
7279,12395.0,3,2998.279999999999,14,0.2,7
7291,18351.0,365,0.0,28,1.0,0
7292,18352.0,365,0.0,28,1.0,0
7293,18353.0,365,0.0,28,1.0,0
7294,16455.0,4,1841.1800000000005,18,0.0,7
7313,18354.0,365,0.0,28,1.0,0
7314,13081.0,1,27964.480000000047,23,0.47619047619047616,6
7388,15545.0,5,292.7199999999999,28,0.0,0
7419,17243.0,1,8628.55,12,0.13333333333333333,3
7430,15465.0,4,6945.02,16,0.25,3
7437,15708.0,2,3329.719999999999,26,0.36363636363636365,7
7440,13089.0,1,57385.880000000114,11,0.17796610169491525,4
7442,16033.0,1,8727.609999999988,17,0.25925925925925924,3
7468,13838.0,3,691.7299999999999,26,0.0,0
7520,15351.0,2,1862.140000000001,26,0.3,7
7522,18055.0,2,6752.14,15,0.09090909090909091,3
7541,15038.0,3,665.5899999999997,26,0.14285714285714285,0
7576,18109.0,1,7925.319999999997,19,0.16129032258064516,3
7590,13069.0,1,3717.819999999998,18,0.1111111111111111,7
7633,16241.0,1,2607.8700000000067,26,0.0,7
7647,14800.0,1,4236.339999999998,19,0.25,7
7740,16839.0,2,15357.779999999988,26,0.1282051282051282,6
7745,16168.0,4,3770.600000000001,26,0.03571428571428571,7
7748,16931.0,1,4604.2199999999875,14,0.0,7
7789,16814.0,2,6500.600000000003,26,0.045454545454545456,3
7855,13269.0,2,5315.919999999999,18,0.11764705882352941,3
7867,14813.0,13,155.42999999999998,26,0.0,0
7891,12567.0,1,9114.939999999993,24,0.09090909090909091,3
7960,17062.0,6,534.4699999999999,15,0.2,0
7986,15332.0,11,1661.06,23,0.0,7
8020,14810.0,2,2087.879999999999,26,0.0,7
8043,16353.0,4,6675.709999999997,11,0.0,3
8044,18118.0,1,5595.76999999997,21,0.16129032258064516,3
8162,13831.0,5,2202.99,26,0.0,7
8187,13506.0,13,452.82000000000005,26,0.3333333333333333,0
8204,17796.0,5,697.9000000000002,26,0.0,0
8223,15716.0,4,1118.8100000000004,26,0.0,0
8261,18156.0,3,734.94,26,0.0,0
8316,15221.0,34,114.10000000000001,23,0.5,0
8322,16983.0,3,1920.1999999999998,26,0.125,7
8331,17059.0,1,3095.0399999999995,26,0.0,7
8485,16327.0,2,3844.22,26,0.0,7
8551,17211.0,2,2299.670000000001,10,0.1111111111111111,7
8584,17026.0,92,154.82999999999998,26,0.0,0
8626,15570.0,2,4109.97,14,0.07692307692307693,7
8686,15880.0,4,313.28,26,0.5,0
8791,16718.0,9,623.7500000000002,26,0.0,0
8836,15808.0,2,3724.7700000000013,18,0.2,7
8933,17858.0,2,5155.659999999998,16,0.0,3
8953,16393.0,2,2941.0500000000025,19,0.35,7
8963,14527.0,1,8400.219999999956,11,0.05172413793103448,3
8991,14161.0,4,1110.52,26,0.0,0
9017,17863.0,3,3159.9999999999995,26,0.0,7
9039,16411.0,9,214.64999999999998,26,0.0,0
9073,16402.0,7,299.59999999999997,26,0.0,0
9130,15023.0,1,6763.15999999999,25,0.08333333333333333,3
9167,17402.0,7,2633.85,26,0.0,7
9201,15426.0,2,1429.9,25,0.2857142857142857,7
9287,12647.0,3,3669.9200000000005,14,0.07692307692307693,7
9306,15894.0,9,263.54999999999995,26,0.0,0
9344,15867.0,1,3797.7899999999986,11,0.0625,7
9443,14506.0,2,2012.1700000000012,26,0.0,7
9495,15555.0,1,4758.199999999989,18,0.2,7
9527,13034.0,10,642.77,26,0.0,0
9565,15889.0,4,446.8699999999998,26,0.0,0
9673,15953.0,4,1634.53,26,0.2,7
9689,16143.0,4,2419.8399999999992,11,0.14285714285714285,7
9705,12720.0,2,5713.2800000000025,14,0.13793103448275862,3
9741,16422.0,1,33918.75000000004,11,0.2916666666666667,6
9754,12747.0,4,4196.010000000001,18,0.0,7
9761,15502.0,2,5541.459999999999,25,0.4782608695652174,3
9783,12763.0,21,494.08,26,0.0,0
9799,14081.0,3,904.67,26,0.5,0
9868,18355.0,365,3.35,26,0.0,0
9869,17965.0,2,2622.569999999998,22,0.0,7
9876,14404.0,4,1434.7200000000003,26,0.14285714285714285,7
9902,13579.0,16,467.03999999999996,26,0.0,0
9911,13174.0,2,2817.0300000000007,26,0.0,7
10144,15987.0,3,1451.2800000000004,25,0.0,7
10153,17677.0,2,16219.22,17,0.3023255813953488,6
10175,18356.0,365,2.95,25,0.0,0
10176,13652.0,6,1095.08,25,0.0,0
10194,12586.0,31,179.94,25,0.5,0
10195,17428.0,2,17078.450000000004,18,0.15151515151515152,6
10204,16161.0,1,5352.969999999997,16,0.2692307692307692,3
10210,16858.0,29,345.8900000000001,23,0.5,0
10220,18357.0,1,7335.450000000005,25,0.0,3
10832,18219.0,4,2019.7700000000004,17,0.09090909090909091,7
10845,18358.0,1,7660.480000000003,25,0.0,3
11413,14293.0,6,1046.5599999999993,25,0.0,0
11428,14748.0,4,1311.7899999999997,25,0.16666666666666666,0
11457,16638.0,4,1676.4699999999998,16,0.09090909090909091,7
11459,17674.0,14,551.0400000000001,25,0.0,0
11473,12808.0,14,483.65000000000015,25,0.0,0
11480,13094.0,13,1708.8600000000006,25,0.25,7
11483,15899.0,92,56.25,25,0.0,0
11488,12708.0,3,2616.320000000001,25,0.375,7
11502,18359.0,19,-219.72,25,1.0,0
11522,18360.0,365,26.349999999999998,25,0.0,0
11523,18361.0,16,351.47,25,0.0,0
11547,15898.0,5,1384.6799999999998,23,0.16666666666666666,7
11637,17691.0,20,290.40000000000003,15,0.0,0
11646,17227.0,8,939.32,25,0.0,0
11656,15039.0,1,19786.43999999997,17,0.09615384615384616,6
11712,15919.0,3,639.89,25,0.0,0
11761,13497.0,19,321.04999999999995,25,0.3333333333333333,0
11770,15860.0,3,977.2099999999992,25,0.0,0
11785,14189.0,2,4604.3099999999995,24,0.375,7
11794,15304.0,15,680.3000000000001,25,0.2,0
11800,14867.0,10,701.3300000000002,25,0.25,0
11801,14344.0,6,889.9300000000002,15,0.0,0
11813,12474.0,1,7116.47,25,0.4,3
11814,16719.0,2,1773.9200000000008,25,0.125,7
11858,15048.0,4,380.5699999999998,25,0.2,0
11881,15301.0,2,5028.119999999999,25,0.14285714285714285,3
11915,14708.0,13,1096.6699999999998,17,0.25,0
11927,16898.0,3,444.4599999999999,22,0.25,0
11997,14825.0,4,2226.9099999999985,15,0.0,7
12007,18113.0,365,76.32000000000001,25,0.0,0
12008,18362.0,365,0.0,25,1.0,0
12009,17596.0,2,2827.929999999999,25,0.0,7
12069,18363.0,365,0.0,25,1.0,0
12070,18364.0,365,0.0,25,1.0,0
12071,15078.0,1,9623.350000000022,11,0.15789473684210525,3
12092,14085.0,1,4435.789999999997,8,0.05263157894736842,7
12120,17860.0,7,252.79999999999998,25,0.0,0
12178,13155.0,5,971.76,25,0.0,0
12230,15028.0,8,627.13,25,0.0,0
12244,16919.0,2,2596.4499999999994,17,0.0,7
12266,17259.0,3,603.3699999999998,25,0.0,0
12353,17019.0,2,1272.6100000000013,25,0.0,0
12402,14487.0,3,1183.5800000000002,25,0.14285714285714285,0
12403,16722.0,2,4711.21,17,0.1875,7
12419,15882.0,16,495.3599999999999,25,0.2,0
12456,14667.0,1,9231.200000000004,17,0.07407407407407407,3
12480,16710.0,1,2483.04,17,0.0,7
12538,16550.0,2,2266.249999999998,25,0.4444444444444444,7
12541,15984.0,2,2816.9700000000007,24,0.09090909090909091,7
12574,17682.0,4,2459.3300000000004,25,0.14285714285714285,7
12611,16658.0,46,123.24,25,0.0,0
12667,17068.0,2,4531.340000000004,15,0.045454545454545456,7
12730,15356.0,1,2766.499999999999,17,0.0,7
12783,17223.0,8,426.78999999999985,25,0.0,0
12813,16817.0,4,1446.9500000000003,16,0.3076923076923077,7
12824,13030.0,4,799.4800000000001,25,0.0,0
12884,17191.0,2,2095.1300000000015,25,0.0,7
12934,18365.0,365,0.0,25,1.0,0
13021,15194.0,2,7521.169999999997,15,0.3181818181818182,3
13037,14409.0,7,1908.2499999999998,25,0.14285714285714285,7
13038,18366.0,122,9.65,25,0.0,0
13043,16654.0,12,594.9699999999999,25,0.2,0
13052,16861.0,46,151.65,25,0.3333333333333333,0
13054,16138.0,365,-7.95,25,1.0,0
13055,13481.0,4,1776.809999999999,25,0.375,7
13092,13495.0,8,1990.1199999999994,16,0.16666666666666666,7
13106,17519.0,5,1839.0700000000004,17,0.14285714285714285,7
13124,17218.0,2,1960.7200000000003,12,0.0,7
13175,17812.0,3,732.1600000000001,25,0.0,0
13208,14215.0,4,1777.9200000000008,25,0.14285714285714285,7
13214,15602.0,7,1083.6300000000003,10,0.4,0
13217,18367.0,365,0.0,25,1.0,0
13218,18368.0,365,0.0,25,1.0,0
13219,18369.0,365,0.0,25,1.0,0
13220,17320.0,5,1200.6199999999997,25,0.0,0
13263,18370.0,365,0.0,25,1.0,0
13264,18371.0,365,0.0,25,1.0,0
13265,16782.0,2,2242.25,16,0.3157894736842105,7
13266,12913.0,8,2483.6299999999997,25,0.0,7
13270,18372.0,1,8223.399999999996,25,0.0,3
13959,18373.0,365,0.0,25,1.0,0
13960,18374.0,365,0.0,25,1.0,0
13961,18375.0,365,0.0,25,1.0,0
13962,18376.0,365,0.0,25,1.0,0
13963,17869.0,10,428.1799999999999,25,0.0,0
13979,13564.0,5,647.7400000000006,11,0.4,0
14020,18377.0,183,5.07,25,0.0,0
14022,14850.0,17,278.15000000000003,24,0.5,0
14023,15021.0,1,1872.2800000000025,23,0.3076923076923077,7
14052,13963.0,11,664.54,24,0.0,0
14059,17450.0,2,187566.97000000012,24,0.16363636363636364,5
14060,18378.0,365,0.0,24,1.0,0
14061,18379.0,365,0.0,24,1.0,0
14062,18380.0,365,0.0,24,1.0,0
14063,18381.0,365,0.0,24,1.0,0
14064,18382.0,365,0.0,24,1.0,0
14065,18383.0,365,0.0,24,1.0,0
14066,18384.0,365,0.0,24,1.0,0
14088,17091.0,2,3802.8100000000018,24,0.1,7
14101,17470.0,5,1125.0700000000002,24,0.0,0
14112,17616.0,122,571.2,24,0.0,0
14113,15649.0,183,816.0,24,0.0,0
14126,12681.0,1,13677.59,11,0.18518518518518517,3
14167,14907.0,3,3478.8499999999976,17,0.3,7
14195,17735.0,1,13110.019999999991,24,0.0,3
14217,18385.0,365,0.0,24,1.0,0
14218,16059.0,3,1459.8600000000008,24,0.0,7
14256,17720.0,8,1195.94,24,0.0,0
14257,15018.0,12,456.26,24,0.25,0
14272,14733.0,2,9451.539999999997,11,0.2,3
14321,13756.0,3,5145.119999999995,15,0.06666666666666667,3
14323,14176.0,12,574.0,17,0.2,0
14332,13319.0,1,10664.33999999999,10,0.2777777777777778,3
14335,18386.0,7,924.59,24,0.0,0
14393,15353.0,6,777.02,24,0.0,0
14405,18119.0,13,181.11999999999998,24,0.0,0
14435,18387.0,365,-95.38,24,1.0,0
14436,18388.0,183,-64.95,24,1.0,0
14438,17491.0,4,3541.9200000000005,23,0.09090909090909091,7
14443,14282.0,3,3729.3400000000042,24,0.0,7
14473,13569.0,5,373.74999999999994,24,0.0,0
14514,18389.0,365,-1.0,24,1.0,0
14538,14673.0,5,1736.3999999999994,24,0.0,7
14553,13488.0,1,8910.609999999999,24,0.23529411764705882,3
14598,16221.0,4,864.86,24,0.0,0
14610,15002.0,4,1641.7599999999998,24,0.0,7
14641,15965.0,3,845.6399999999999,24,0.0,0
14657,15024.0,3,1661.3300000000006,24,0.0,7
14704,17675.0,1,20098.09999999997,21,0.24390243902439024,6
14716,18390.0,365,-631.31,24,1.0,0
14718,13769.0,3,2771.869999999999,17,0.375,7
14728,18391.0,365,-313.78,24,1.0,0
